,responseTime_unixtimestamp,Attention,Stress
3351,1557641800,-2,1
3352,1557642088,-1,-2
3353,1557642563,-2,1
3354,1557643275,2,-1
3355,1557643551,3,-1
3356,1557643686,1,-1
3357,1557643739,-1,-1
3358,1557643741,-1,0
3359,1557643855,-3,-1
3360,1557643855,-3,-1
3361,1557643998,1,-2
3362,1557644053,0,0
3363,1557644059,1,-1
3364,1557644116,-2,-1
3365,1557644130,2,2
3366,1557644218,-1,-1
3367,1557644310,-1,0
3368,1557644310,2,-1
3369,1557644355,3,-3
3370,1557644369,-2,1
3371,1557644479,-2,-2
3372,1557644676,2,1
3373,1557644931,-3,0
3374,1557645880,3,0
3375,1557646099,1,-1
3376,1557646339,-1,-1
3377,1557646354,-1,-1
3378,1557646451,0,0
3379,1557646451,0,0
3380,1557646452,0,1
3381,1557646509,0,-2
3382,1557646585,1,-1
3383,1557646651,2,2
3384,1557646758,3,-2
3385,1557646812,0,0
3386,1557646894,2,3
3387,1557646920,-1,0
3388,1557646920,1,1
3389,1557647001,-2,3
3390,1557647065,1,-1
3391,1557647068,-1,-2
3392,1557647113,-2,-1
3393,1557647303,3,1
3394,1557647303,0,-2
3395,1557647841,1,2
3396,1557648031,0,-1
3397,1557648314,-1,-1
3398,1557648970,0,1
3399,1557649036,-1,1
3400,1557649230,-1,2
3401,1557649272,1,3
3402,1557649291,3,-1
3403,1557649338,-2,1
3404,1557649415,0,-3
3405,1557649462,1,1
3406,1557649528,-1,0
3407,1557649682,1,-3
3408,1557649753,0,-1
3409,1557649799,0,0
3410,1557649872,0,1
3411,1557649940,2,-2
3412,1557649987,0,0
3413,1557650145,2,-2
3414,1557650322,-2,-1
3415,1557650400,0,-1
3416,1557651863,1,2
3417,1557651873,0,2
3418,1557651940,-1,1
3419,1557651954,3,1
3420,1557652243,1,0
3421,1557652243,1,0
3422,1557652337,0,1
3423,1557652342,-2,-1
3424,1557652396,-1,1
3425,1557652425,-1,1
3426,1557652460,3,1
3427,1557652474,2,-3
3428,1557652542,2,-3
3429,1557652555,0,-2
3430,1557652656,1,-1
3431,1557652845,2,-1
3432,1557654083,-1,0
3433,1557654296,0,1
3434,1557654296,0,1
3435,1557654367,0,-1
3436,1557654711,1,1
3437,1557654739,3,3
3438,1557654743,-1,-1
3439,1557654794,2,-3
3440,1557654825,-2,2
3441,1557654854,0,1
3442,1557654987,1,1
3443,1557655002,1,-2
3444,1557655130,-1,-2
3445,1557655148,1,-1
3446,1557655154,3,0
3447,1557655245,1,2
3448,1557655444,-2,1
3449,1557655820,-3,0
3450,1557656176,-1,3
3451,1557656176,-1,3
3452,1557657048,0,-2
3453,1557657318,0,-2
3454,1557657620,2,-1
3455,1557657715,-1,-1
3456,1557657727,-1,0
3457,1557657887,2,0
3458,1557657920,-2,1
3459,1557658024,1,-1
3460,1557658047,-1,2
3461,1557658346,1,1
3462,1557658454,-1,0
3463,1557658700,1,2
3464,1557658990,3,-2
3465,1557659685,0,-1
3466,1557659812,1,1
3467,1557659977,-2,2
3468,1557659978,3,2
3469,1557660031,2,-1
3470,1557660197,1,2
3471,1557660197,0,-2
3472,1557660311,0,1
3473,1557660333,1,-1
3474,1557660381,-3,2
3475,1557660543,1,0
3476,1557660556,-1,1
3477,1557660564,1,-1
3478,1557660836,0,0
3479,1557660855,0,-1
3480,1557661021,-3,3
3481,1557661877,3,-2
3482,1557662333,1,-3
3483,1557662352,-1,0
3484,1557662797,0,0
3485,1557663013,1,1
3486,1557663099,-2,3
3487,1557663136,2,-2
3488,1557663208,-1,0
3489,1557663223,0,1
3490,1557663274,-1,3
3491,1557663281,2,2
3492,1557663485,1,-1
3493,1557663815,1,0
3494,1557664353,3,-2
3495,1557664473,1,-1
3496,1557664487,1,0
3497,1557664659,-3,-3
3498,1557665028,-1,-2
3499,1557665142,3,-3
3500,1557665492,1,0
3501,1557665568,-1,-2
3502,1557665614,1,2
3503,1557665634,2,1
3504,1557665651,0,0
3505,1557665666,3,2
3506,1557665721,-1,3
3507,1557665750,3,-2
3508,1557665788,0,0
3509,1557665808,1,-1
3510,1557665839,2,3
3511,1557665842,1,3
3512,1557665896,-2,-1
3513,1557665951,1,0
3514,1557666186,0,-2
3515,1557666305,1,-2
3516,1557666831,1,1
3517,1557667000,2,-2
3518,1557668638,-3,3
3519,1557669190,0,-2
3520,1557669754,2,-2
3521,1557670283,1,0
3522,1557672390,-3,3
3523,1557672457,1,0
3524,1557672560,1,-2
3525,1557672698,3,-2
3526,1557673440,-1,-1
3527,1557674042,-1,-1
3528,1557674042,-1,-1
3529,1557674918,1,-2
3530,1557675493,3,3
3531,1557676944,1,-1
3532,1557677421,3,3
3533,1557680203,3,3
3534,1557680276,1,-2
3535,1557685502,3,-1
3536,1557688388,3,1
3537,1557699344,2,1
3538,1557702234,1,2
3539,1557708731,-1,-1
3540,1557709472,3,0
3541,1557709762,-1,1
3542,1557709764,-2,2
3543,1557709858,1,2
3544,1557709922,2,-1
3545,1557709924,-2,-2
3546,1557710186,3,-1
3547,1557710222,3,2
3548,1557710354,-3,3
3549,1557710786,1,1
3550,1557711094,0,0
3551,1557711106,0,-3
3552,1557711141,0,-1
3553,1557711259,3,3
3554,1557711337,1,1
3555,1557711559,0,0
3556,1557711571,1,-1
3557,1557711592,-2,0
3558,1557712289,2,-1
3559,1557712293,2,1
3560,1557712402,-1,0
3561,1557713061,3,-2
3562,1557713145,1,-2
3563,1557713394,0,0
3564,1557713545,3,2
3565,1557713680,3,-2
3566,1557713771,-1,-1
3567,1557713836,1,-1
3568,1557713839,-1,-1
3569,1557713839,-2,1
3570,1557713891,-2,3
3571,1557714137,1,0
3572,1557714193,1,-3
3573,1557714249,-2,3
3574,1557714543,1,-2
3575,1557714704,-1,2
3576,1557714754,-1,0
3577,1557715252,-1,2
3578,1557716132,0,-1
3579,1557716211,1,-1
3580,1557716354,2,-2
3581,1557716398,-1,1
3582,1557716473,-1,-2
3583,1557716708,2,2
3584,1557716776,-1,-3
3585,1557716831,1,0
3586,1557717023,2,-1
3587,1557717119,-1,-2
3588,1557717364,0,0
3589,1557717364,0,0
3590,1557717922,-1,1
3591,1557718070,3,1
3592,1557718219,1,-1
3593,1557718913,3,3
3594,1557719011,0,2
3595,1557719303,3,-3
3596,1557719481,0,0
3597,1557719514,0,-2
3598,1557719596,2,-1
3599,1557719596,2,-1
3600,1557719601,-2,1
3601,1557719604,-3,-2
3602,1557719640,0,1
3603,1557719727,2,-1
3604,1557719901,-2,3
3605,1557719901,-1,0
3606,1557719920,0,-2
3607,1557719936,-1,0
3608,1557719996,-3,-2
3609,1557720240,1,-2
3610,1557720274,-1,2
3611,1557720316,-2,-1
3612,1557721216,-3,1
3613,1557722128,1,1
3614,1557722229,0,0
3615,1557722364,-1,-2
3616,1557722479,0,0
3617,1557722480,3,1
3618,1557722484,-3,3
3619,1557722507,1,-1
3620,1557722601,1,-2
3621,1557722604,1,1
3622,1557722660,-2,2
3623,1557722794,0,1
3624,1557722957,-1,1
3625,1557722991,1,-1
3626,1557723212,0,2
3627,1557723806,1,1
3628,1557723960,3,3
3629,1557724258,1,1
3630,1557724703,0,1
3631,1557724752,0,-1
3632,1557725028,3,1
3633,1557725038,-1,1
3634,1557725056,1,1
3635,1557725057,1,-3
3636,1557725182,-1,1
3637,1557725242,-1,0
3638,1557725245,-2,1
3639,1557725248,-2,1
3640,1557725268,2,1
3641,1557725292,1,0
3642,1557725304,0,1
3643,1557725316,-1,-1
3644,1557725363,1,0
3645,1557725382,1,-1
3646,1557725405,2,-2
3647,1557725481,2,1
3648,1557725493,2,1
3649,1557727059,0,1
3650,1557727127,1,0
3651,1557727496,2,-1
3652,1557727545,-3,3
3653,1557727785,-2,1
3654,1557727878,-3,1
3655,1557728062,-2,3
3656,1557728076,-2,-2
3657,1557728080,1,0
3658,1557728089,2,0
3659,1557728129,-2,2
3660,1557728152,-1,1
3661,1557728253,-2,-2
3662,1557729507,1,-1
3663,1557729525,0,0
3664,1557729734,1,-1
3665,1557729838,3,-3
3666,1557730035,-1,0
3667,1557730230,2,0
3668,1557730334,0,0
3669,1557730442,1,-2
3670,1557730452,1,0
3671,1557730508,1,-1
3672,1557730552,1,-3
3673,1557730558,-1,0
3674,1557730568,1,1
3675,1557730568,1,1
3676,1557730641,0,0
3677,1557730763,0,-1
3678,1557730819,-1,1
3679,1557730852,2,-2
3680,1557730881,0,1
3681,1557731154,1,1
3682,1557732038,-3,3
3683,1557732835,1,0
3684,1557733008,3,1
3685,1557733025,-2,-1
3686,1557733125,2,1
3687,1557733216,-1,0
3688,1557733218,-2,-3
3689,1557733231,1,-2
3690,1557733239,-2,1
3691,1557733247,-3,3
3692,1557733289,1,0
3693,1557733348,3,-2
3694,1557733401,1,2
3695,1557733406,1,2
3696,1557733410,-2,-1
3697,1557733460,0,-1
3698,1557733546,0,-2
3699,1557734061,1,-1
3700,1557734314,2,0
3701,1557734751,0,0
3702,1557735645,-1,1
3703,1557735674,-2,-1
3704,1557735683,1,1
3705,1557735689,-2,-2
3706,1557735777,0,0
3707,1557735778,0,1
3708,1557735959,-2,3
3709,1557735959,1,-1
3710,1557735975,0,0
3711,1557736117,2,3
3712,1557736131,1,0
3713,1557736136,2,3
3714,1557736186,0,-2
3715,1557736238,-1,-2
3716,1557736328,0,0
3717,1557736789,1,-1
3718,1557737980,0,-1
3719,1557738051,-2,2
3720,1557738177,-2,-2
3721,1557738495,0,0
3722,1557738545,1,1
3723,1557738556,3,-2
3724,1557738567,-3,-3
3725,1557738755,3,2
3726,1557738886,1,-1
3727,1557738950,1,-2
3728,1557739021,0,-2
3729,1557739114,2,0
3730,1557739140,-1,1
3731,1557739142,-1,1
3732,1557739245,1,-1
3733,1557739257,1,1
3734,1557740027,3,1
3735,1557740947,-1,1
3736,1557741260,0,-1
3737,1557741262,3,2
3738,1557741374,3,-2
3739,1557741398,0,0
3740,1557741498,1,0
3741,1557741524,1,1
3742,1557741566,3,-1
3743,1557741656,2,-2
3744,1557741751,-1,-2
3745,1557741768,-2,-1
3746,1557741787,0,-1
3747,1557741787,0,-1
3748,1557741849,-3,3
3749,1557741872,-2,-2
3750,1557741912,-1,1
3751,1557743445,1,3
3752,1557743648,1,0
3753,1557743765,3,1
3754,1557744011,0,-1
3755,1557744079,-3,0
3756,1557744081,3,2
3757,1557744087,0,-2
3758,1557744088,0,-2
3759,1557744149,0,2
3760,1557744156,-1,1
3761,1557744158,1,2
3762,1557744220,3,-3
3763,1557744243,0,0
3764,1557744440,1,0
3765,1557744946,0,-1
3766,1557745034,2,-2
3767,1557745263,2,0
3768,1557745330,-1,1
3769,1557746078,0,-2
3770,1557746361,1,1
3771,1557746485,1,-1
3772,1557746537,-2,2
3773,1557746549,0,1
3774,1557746613,1,0
3775,1557746636,-2,1
3776,1557746804,-1,-2
3777,1557746865,1,0
3778,1557746938,3,-3
3779,1557747093,-1,0
3780,1557747100,3,0
3781,1557747355,0,-1
3782,1557747910,3,-3
3783,1557748325,0,-1
3784,1557748622,-2,0
3785,1557748893,0,3
3786,1557748990,-1,0
3787,1557749014,-1,0
3788,1557749070,3,2
3789,1557749328,-1,0
3790,1557749385,3,-3
3791,1557749398,3,1
3792,1557749415,3,-3
3793,1557749416,-2,0
3794,1557749533,0,-1
3795,1557749676,1,-2
3796,1557749707,-1,-2
3797,1557749790,0,0
3798,1557749826,-2,2
3799,1557750058,1,-1
3800,1557751337,3,1
3801,1557751508,1,-2
3802,1557751751,0,1
3803,1557751764,-1,-2
3804,1557751933,3,2
3805,1557751960,3,-3
3806,1557752008,3,1
3807,1557752054,-2,0
3808,1557752137,1,-1
3809,1557752161,1,-1
3810,1557752173,3,-1
3811,1557752187,0,0
3812,1557752291,0,-3
3813,1557752325,-2,-1
3814,1557752377,-1,-1
3815,1557752568,-1,1
3816,1557752680,0,-1
3817,1557753122,2,1
3818,1557753241,3,-3
3819,1557753241,3,-3
3820,1557753350,-3,3
3821,1557754055,2,1
3822,1557754480,3,-3
3823,1557756323,3,-2
3824,1557756378,1,1
3825,1557757463,1,-2
3826,1557758375,-1,-2
3827,1557758642,0,0
3828,1557758643,-3,3
3829,1557759048,-1,-1
3830,1557760318,-2,0
3831,1557761855,1,-3
3832,1557768776,3,-2
3833,1557783414,1,1
3834,1557792549,3,-3
3835,1557795789,-1,0
3836,1557796442,2,-1
3837,1557796487,-1,-2
3838,1557796736,-1,-1
3839,1557796908,1,0
3840,1557797066,3,-3
3841,1557797097,0,-1
3842,1557797192,0,-1
3843,1557797522,1,-1
3844,1557797940,0,-1
3845,1557798008,1,-1
3846,1557798314,1,1
3847,1557798325,-2,2
3848,1557798706,0,1
3849,1557799220,0,-1
3850,1557799539,-2,-3
3851,1557800157,2,0
3852,1557800193,0,0
3853,1557800198,3,-1
3854,1557800198,3,-1
3855,1557800591,-2,0
3856,1557800682,-2,1
3857,1557800807,0,0
3858,1557800836,-1,-1
3859,1557800866,0,0
3860,1557800888,2,-1
3861,1557800956,1,-1
3862,1557800961,3,-3
3863,1557801468,-1,0
3864,1557802225,0,0
3865,1557802269,-2,3
3866,1557802271,-2,3
3867,1557802593,1,1
3868,1557803081,1,1
3869,1557803220,-3,3
3870,1557803360,1,0
3871,1557803367,0,-1
3872,1557803415,3,-3
3873,1557803533,-1,1
3874,1557803646,1,1
3875,1557803660,-2,1
3876,1557803668,1,-1
3877,1557803690,1,0
3878,1557803792,1,-3
3879,1557804227,-3,0
3880,1557804889,0,-2
3881,1557805092,0,0
3882,1557805570,0,0
3883,1557805592,-1,1
3884,1557805637,1,-2
3885,1557805809,-1,1
3886,1557806004,-2,1
3887,1557806040,-1,-1
3888,1557806058,-1,1
3889,1557806086,0,-3
3890,1557806120,-1,2
3891,1557806240,3,-2
3892,1557806243,1,-3
3893,1557806349,-1,0
3894,1557806716,1,-1
3895,1557807056,1,1
3896,1557808439,1,1
3897,1557808452,-1,1
3898,1557808690,1,-1
3899,1557808806,2,-2
3900,1557808829,-1,-2
3901,1557808882,1,1
3902,1557808883,2,1
3903,1557809084,3,3
3904,1557809219,3,0
3905,1557809229,2,-1
3906,1557809577,-1,0
3907,1557810055,3,-3
3908,1557810334,0,0
3909,1557810640,2,-2
3910,1557810960,1,-3
3911,1557810984,0,0
3912,1557811301,-1,0
3913,1557811356,-1,-2
3914,1557811439,-1,-3
3915,1557811584,1,-1
3916,1557811601,3,-1
3917,1557811698,-1,1
3918,1557811797,1,1
3919,1557811808,1,2
3920,1557811890,-1,2
3921,1557812062,2,-2
3922,1557812145,-1,-1
3923,1557812241,2,0
3924,1557812951,-2,-2
3925,1557813301,-2,1
3926,1557813526,1,0
3927,1557813669,-1,-1
3928,1557813669,-1,-1
3929,1557813862,-1,1
3930,1557813918,-1,0
3931,1557813955,-2,-2
3932,1557813984,2,0
3933,1557814095,-1,-2
3934,1557814152,3,-1
3935,1557814253,2,1
3936,1557814333,1,0
3937,1557814390,-1,-1
3938,1557814392,-1,1
3939,1557814400,-2,1
3940,1557814448,0,1
3941,1557814457,1,-1
3942,1557814482,1,0
3943,1557814560,0,-1
3944,1557815430,2,-2
3945,1557815739,-3,2
3946,1557816055,-1,-1
3947,1557816102,0,0
3948,1557816107,0,0
3949,1557816393,0,0
3950,1557816501,-1,-1
3951,1557816637,-2,2
3952,1557816736,-2,0
3953,1557816747,2,-1
3954,1557816906,-1,1
3955,1557816972,0,0
3956,1557817046,1,-1
3957,1557817068,2,-1
3958,1557817075,1,-1
3959,1557817149,-1,0
3960,1557817159,0,-2
3961,1557817284,-2,-2
3962,1557817782,-2,-2
3963,1557818029,2,0
3964,1557818051,3,-3
3965,1557818627,0,-1
3966,1557819027,-1,2
3967,1557819264,-2,0
3968,1557819459,0,0
3969,1557819464,-3,2
3970,1557819585,0,1
3971,1557819638,0,2
3972,1557819705,-2,-2
3973,1557819715,1,-1
3974,1557819754,3,-3
3975,1557819846,2,-1
3976,1557819912,-1,1
3977,1557819912,-1,1
3978,1557819960,-1,0
3979,1557820043,1,3
3980,1557820060,-2,0
3981,1557820147,3,-3
3982,1557821103,3,-3
3983,1557821160,-2,-2
3984,1557821817,1,-2
3985,1557821926,1,1
3986,1557821962,-3,2
3987,1557822225,-1,-1
3988,1557822299,0,-1
3989,1557822361,1,-1
3990,1557822378,2,-1
3991,1557822386,2,1
3992,1557822446,0,0
3993,1557822490,0,1
3994,1557822501,0,-3
3995,1557822818,0,0
3996,1557822947,3,-2
3997,1557823031,-2,-2
3998,1557823914,-2,-1
3999,1557824837,-3,0
4000,1557824837,-2,-1
4001,1557824898,-1,2
4002,1557825013,0,1
4003,1557825046,0,0
4004,1557825072,2,-1
4005,1557825074,3,-3
4006,1557825102,2,-2
4007,1557825154,0,0
4008,1557825180,2,2
4009,1557825184,-1,-1
4010,1557825187,2,-3
4011,1557825197,0,-3
4012,1557825199,-2,-2
4013,1557825277,0,-1
4014,1557825466,-3,1
4015,1557825537,3,-3
4016,1557825852,0,-1
4017,1557825852,0,-1
4018,1557826318,0,0
4019,1557826581,1,-1
4020,1557827154,-1,3
4021,1557827203,1,0
4022,1557827230,-1,-1
4023,1557827492,2,-1
4024,1557827643,3,-3
4025,1557827644,2,1
4026,1557827655,0,0
4027,1557827663,-2,-2
4028,1557827665,-1,1
4029,1557827829,-1,-1
4030,1557827846,1,-2
4031,1557827918,1,-2
4032,1557827999,3,1
4033,1557828072,1,-1
4034,1557828116,-1,-2
4035,1557829879,3,-3
4036,1557829973,-2,-1
4037,1557829993,0,1
4038,1557830194,0,0
4039,1557830211,1,-1
4040,1557830304,0,0
4041,1557830389,3,3
4042,1557830465,1,-1
4043,1557830472,1,-2
4044,1557830530,2,2
4045,1557830579,0,-2
4046,1557830592,3,3
4047,1557830624,0,0
4048,1557830624,0,0
4049,1557830624,0,0
4050,1557830657,3,-3
4051,1557830664,3,-2
4052,1557830808,-1,1
4053,1557830867,1,1
4054,1557830971,1,-1
4055,1557831020,2,-3
4056,1557831918,2,-2
4057,1557832579,0,1
4058,1557833003,-1,1
4059,1557833007,0,-2
4060,1557833208,2,2
4061,1557833229,1,-1
4062,1557833306,0,-1
4063,1557833339,3,-2
4064,1557833461,2,-2
4065,1557833485,1,1
4066,1557833568,-2,1
4067,1557833643,-2,-2
4068,1557834288,1,0
4069,1557834289,1,0
4070,1557835242,1,1
4071,1557835343,-1,0
4072,1557835370,0,-2
4073,1557835687,1,1
4074,1557835762,-2,-1
4075,1557835820,0,-1
4076,1557835827,2,-3
4077,1557835951,1,-1
4078,1557835952,3,-3
4079,1557835994,-1,1
4080,1557836060,0,1
4081,1557836131,2,-3
4082,1557836192,1,-1
4083,1557837563,-1,3
4084,1557837678,1,-1
4085,1557837691,0,0
4086,1557837802,1,1
4087,1557838088,1,-2
4088,1557838295,3,-3
4089,1557838394,1,-1
4090,1557838510,2,-2
4091,1557838516,1,-1
4092,1557838563,0,0
4093,1557838563,0,0
4094,1557838611,0,-1
4095,1557838697,3,3
4096,1557838756,3,-3
4097,1557838757,-1,1
4098,1557838760,-1,0
4099,1557838872,1,-1
4100,1557840897,3,-3
4101,1557846841,3,-3
4102,1557846865,1,2
4103,1557846938,1,2
4104,1557889964,-2,-2
4105,1557892657,-1,-1
4106,1557892764,1,-1
4107,1557892796,-3,3
4108,1557895105,0,2
4109,1557895161,1,-1
4110,1557895306,0,0
4111,1557895346,1,-2
4112,1557897538,-1,0
4113,1557897784,0,0
4114,1557897863,3,2
4115,1557898080,1,0
4116,1557900393,-2,0
4117,1557900587,-2,1
4118,1557900704,0,0
4119,1557900745,2,-2
4120,1557903542,0,1
4121,1557903592,-3,3
4122,1557903730,-2,0
4123,1557905285,-1,1
4124,1557905627,0,0
4125,1557905904,-1,-1
4126,1557906058,0,-1
4127,1557906217,-2,1
4128,1557906217,-2,1
4129,1557906217,-2,1
4130,1557906325,2,1
4131,1557906366,3,-3
4132,1557906437,-1,-1
4133,1557907534,-3,3
4134,1557908942,0,-2
4135,1557911605,0,0
4136,1557913725,2,1
4137,1557913970,2,1
4138,1557914069,0,0
4139,1557914139,2,-2
4140,1557914139,2,-2
4141,1557914388,1,-1
4142,1557914447,-2,-1
4143,1557916835,2,-2
4144,1557917157,1,-1
4145,1557920416,1,0
4146,1557922022,-3,3
4147,1557922057,-2,-2
4148,1557922903,1,1
4149,1557924563,1,0
4150,1557965838,-2,2
4151,1557967908,-2,1
4152,1557968376,2,1
4153,1557968807,0,-1
4154,1557968869,2,-2
4155,1557969023,2,0
4156,1557969127,2,3
4157,1557969506,1,1
4158,1557969869,-1,0
4159,1557970119,0,-2
4160,1557970423,0,-1
4161,1557970673,-2,1
4162,1557970887,-1,1
4163,1557971235,0,-1
4164,1557971537,-1,2
4165,1557971875,-2,2
4166,1557972062,-1,-2
4167,1557972361,-3,2
4168,1557972583,-2,2
4169,1557972661,0,-1
4170,1557972838,-1,0
4171,1557973101,2,-1
4172,1557973171,2,-3
4173,1557973204,-3,1
4174,1557973473,1,-1
4175,1557973625,2,0
4176,1557973801,3,3
4177,1557974022,2,1
4178,1557974089,3,1
4179,1557974366,-1,0
4180,1557974507,-2,-1
4181,1557975267,2,1
4182,1557975687,0,-2
4183,1557975753,0,0
4184,1557975809,2,1
4185,1557975905,0,0
4186,1557975940,2,2
4187,1557976100,2,-3
4188,1557976305,2,-2
4189,1557976318,1,-2
4190,1557976519,3,3
4191,1557976546,1,2
4192,1557976622,-1,0
4193,1557976988,-2,0
4194,1557977085,1,1
4195,1557977633,2,1
4196,1557977733,1,-2
4197,1557977848,3,2
4198,1557978256,-2,0
4199,1557978536,0,1
4200,1557978566,1,-2
4201,1557978676,1,1
4202,1557978774,1,2
4203,1557978825,-1,1
4204,1557978837,2,0
4205,1557978847,-2,2
4206,1557978930,-1,-1
4207,1557979014,2,-3
4208,1557979054,-2,2
4209,1557979261,1,-1
4210,1557979288,0,2
4211,1557979322,0,0
4212,1557979387,-1,1
4213,1557979449,1,3
4214,1557979470,1,1
4215,1557979575,2,-1
4216,1557979575,2,-1
4217,1557979701,0,2
4218,1557980611,-2,3
4219,1557980957,1,1
4220,1557981067,3,-3
4221,1557981238,1,0
4222,1557981345,1,1
4223,1557981458,1,-3
4224,1557981502,-2,-1
4225,1557981518,-2,-3
4226,1557981560,-3,3
4227,1557981637,-1,1
4228,1557981665,-2,1
4229,1557981700,1,-1
4230,1557981702,-3,1
4231,1557981897,1,-1
4232,1557981987,-1,0
4233,1557982005,3,3
4234,1557982028,-1,0
4235,1557982124,1,0
4236,1557982188,2,-2
4237,1557982321,-1,0
4238,1557983108,0,1
4239,1557983792,-2,-1
4240,1557984040,-1,1
4241,1557984138,2,1
4242,1557984260,1,-2
4243,1557984260,1,-2
4244,1557984308,-1,-1
4245,1557984350,-1,-1
4246,1557984357,1,-1
4247,1557984376,-2,1
4248,1557984388,0,0
4249,1557984408,-3,1
4250,1557984499,-1,-1
4251,1557984532,0,1
4252,1557984539,1,-1
4253,1557984649,1,-1
4254,1557984686,1,2
4255,1557984729,2,-2
4256,1557984751,3,-3
4257,1557984751,3,-3
4258,1557984801,1,2
4259,1557984931,2,3
4260,1557985979,-3,3
4261,1557985979,-3,3
4262,1557987031,-1,-2
4263,1557987055,-2,-2
4264,1557987063,-2,3
4265,1557987091,-3,0
4266,1557987126,0,-1
4267,1557987141,-2,0
4268,1557987179,-1,1
4269,1557987179,-1,1
4270,1557987182,3,-1
4271,1557987785,1,1
4272,1557987861,2,-2
4273,1557988253,2,1
4274,1557988298,1,-2
4275,1557988426,-1,-1
4276,1557988995,1,-1
4277,1557989615,-2,-2
4278,1557989618,1,-1
4279,1557989826,-3,3
4280,1557989885,0,1
4281,1557989933,0,-2
4282,1557990006,1,2
4283,1557990116,2,-3
4284,1557990598,2,-1
4285,1557990830,0,0
4286,1557991863,0,0
4287,1557992000,1,1
4288,1557992057,1,-1
4289,1557992126,0,0
4290,1557992236,3,-2
4291,1557992285,2,-2
4292,1557992373,0,-1
4293,1557992417,1,1
4294,1557992418,2,-2
4295,1557992444,0,-2
4296,1557992500,3,0
4297,1557992508,2,1
4298,1557992512,0,1
4299,1557992560,2,2
4300,1557992613,1,0
4301,1557992683,2,-2
4302,1557992745,3,1
4303,1557993538,3,-2
4304,1557994424,2,-1
4305,1557994468,-2,-1
4306,1557994663,-1,1
4307,1557994790,1,3
4308,1557994879,3,1
4309,1557994934,1,0
4310,1557994991,2,-3
4311,1557995044,-1,-2
4312,1557995193,3,1
4313,1557995211,1,0
4314,1557995300,1,1
4315,1557995303,1,-2
4316,1557995345,2,1
4317,1557995443,0,1
4318,1557995615,0,1
4319,1557995895,0,2
4320,1557996012,0,1
4321,1557996424,0,-2
4322,1557996514,-2,-2
4323,1557996937,2,-1
4324,1557997165,2,-2
4325,1557997365,1,-2
4326,1557997499,1,-2
4327,1557997517,1,0
4328,1557997595,1,1
4329,1557997608,-1,-2
4330,1557997656,3,0
4331,1557997938,0,-1
4332,1557997954,-1,1
4333,1557998033,0,0
4334,1557998085,1,-1
4335,1557998255,0,-2
4336,1557998290,3,-3
4337,1557998432,1,-2
4338,1557998451,1,-1
4339,1557998451,1,-1
4340,1557999285,2,-1
4341,1558000186,1,-1
4342,1558000228,-1,2
4343,1558000248,1,-2
4344,1558000541,1,1
4345,1558000551,3,-3
4346,1558000678,3,2
4347,1558000717,0,-2
4348,1558000850,1,-1
4349,1558000898,2,-3
4350,1558001021,2,1
4351,1558001190,3,2
4352,1558001217,1,2
4353,1558001217,1,2
4354,1558001587,-3,3
4355,1558002031,2,0
4356,1558002132,1,-2
4357,1558002503,2,0
4358,1558002747,-1,0
4359,1558003001,1,0
4360,1558003167,1,-2
4361,1558003189,3,1
4362,1558003236,2,-2
4363,1558003237,-2,1
4364,1558003350,1,-1
4365,1558003372,-3,3
4366,1558003422,1,-1
4367,1558003470,2,2
4368,1558003484,3,-3
4369,1558003521,3,-1
4370,1558003652,-2,2
4371,1558004466,2,1
4372,1558005391,2,1
4373,1558005544,-2,1
4374,1558005825,-1,-2
4375,1558005873,2,-1
4376,1558005896,1,-1
4377,1558005912,3,3
4378,1558005932,2,-2
4379,1558005932,2,-2
4380,1558005932,2,-2
4381,1558005963,3,-2
4382,1558005983,-3,3
4383,1558006002,-2,1
4384,1558006042,1,0
4385,1558006184,1,-2
4386,1558006186,0,0
4387,1558006187,3,-3
4388,1558006283,2,-2
4389,1558006316,0,-2
4390,1558006370,2,-2
4391,1558006421,1,2
4392,1558007424,0,3
4393,1558007491,1,-1
4394,1558008545,3,-2
4395,1558008622,1,2
4396,1558008715,2,-2
4397,1558008717,0,3
4398,1558008725,0,0
4399,1558008919,1,0
4400,1558009007,3,1
4401,1558009153,1,-2
4402,1558009270,-3,1
4403,1558009316,-1,1
4404,1558010237,-1,2
4405,1558010241,3,-3
4406,1558010651,-1,-1
4407,1558011242,-1,0
4408,1558011394,2,2
4409,1558011448,2,-2
4410,1558011531,0,0
4411,1558011582,-3,3
4412,1558011679,3,2
4413,1558011810,3,-1
4414,1558011894,3,-3
4415,1558011936,0,-3
4416,1558012321,2,-1
4417,1558012774,3,-3
4418,1558013779,0,0
4419,1558014354,1,-1
4420,1558014712,3,-3
4421,1558015509,1,-3
4422,1558016087,1,2
4423,1558016373,-1,-2
4424,1558016819,-1,-1
4425,1558019594,1,1
4426,1558020069,2,-2
4427,1558020932,3,-3
4428,1558022559,3,-3
4429,1558023948,1,-1
4430,1558024660,1,2
4431,1558053898,-3,2
4432,1558054886,0,1
4433,1558054894,0,-1
4434,1558055050,0,-1
4435,1558055575,-3,1
4436,1558055649,-1,2
4437,1558055679,-2,1
4438,1558055745,-3,3
4439,1558055745,-3,3
4440,1558055881,0,0
4441,1558056091,-2,1
4442,1558056560,2,-2
4443,1558056695,-2,1
4444,1558057395,2,-2
